TotalCharges,Contract_Month-to-month,InternetService_Fiber optic,PaymentMethod_Electronic check,TechSupport_No,OnlineSecurity_No,SeniorCitizen,PaperlessBilling_Yes,StreamingTV_Yes,StreamingMovies_Yes,tenure,Contract_Two year,InternetService_DSL,MultipleLines_No,PaperlessBilling_No,PaymentMethod_Credit card (automatic),TechSupport_Yes,OnlineSecurity_Yes,PhoneService_Yes,Dependents_Yes,Churn
4738.85,0,0,0,1,1,1,1,1,0,66,0,1,0,0,0,0,0,1,0,0
19.55,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1775.8,1,1,1,1,1,1,1,1,0,19,0,0,0,0,0,0,0,1,0,1
795.65,1,1,0,1,0,0,1,0,0,11,0,0,1,0,0,0,1,1,0,0
145.0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,1,1
4993.4,1,1,0,1,0,0,0,0,1,52,0,0,0,1,0,0,1,1,1,0
61.45,1,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0
4018.55,1,1,0,1,0,0,1,0,0,51,0,0,1,0,0,0,1,1,1,0
1146.65,1,1,1,1,1,1,0,0,0,15,0,0,0,1,0,0,0,1,0,1
6081.4,1,1,1,1,1,1,1,0,1,64,0,0,0,0,0,0,0,1,0,0
1478.85,1,0,0,1,1,0,1,0,1,37,0,1,0,0,1,0,0,0,0,0
243.65,0,0,0,0,0,0,0,0,0,13,1,0,1,1,0,0,0,1,0,0
2633.95,0,0,1,1,0,0,1,0,0,49,0,1,0,0,0,0,1,1,0,0
4735.35,0,1,0,1,1,1,1,1,1,45,0,0,0,0,0,0,0,1,0,0
1247.75,1,1,1,1,1,0,1,0,0,18,0,0,1,0,0,0,0,1,0,0
74.7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
3794.5,0,0,0,1,0,0,1,1,1,68,1,1,0,0,0,0,1,0,0,0
1008.7,0,0,0,0,0,0,0,0,0,54,1,0,1,1,1,0,0,1,0,0
2130.55,1,1,0,1,1,1,1,0,1,23,0,0,1,0,0,0,0,1,1,0
1313.55,1,1,1,1,1,0,1,0,0,17,0,0,1,0,0,0,0,1,0,1
5727.15,0,0,0,0,0,0,0,0,1,71,1,1,0,1,1,1,1,1,0,0
1372.9,0,0,0,0,0,0,1,0,0,67,1,0,1,0,0,0,0,1,1,0
1203.9,1,1,1,1,1,0,1,1,0,14,0,0,0,0,0,0,0,1,1,0
25.8,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1215.1,0,0,0,0,0,0,0,0,0,63,1,0,1,1,1,0,0,1,1,0
2877.05,0,0,1,0,1,0,1,0,1,41,0,1,0,0,0,1,0,1,0,0
1579.7,1,1,1,1,1,0,0,1,1,17,0,0,0,1,0,0,0,1,0,0
5514.95,0,1,1,1,0,0,1,1,1,56,0,0,0,0,0,0,1,1,0,0
96.1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,0
72.4,1,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,1
55.25,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0
2443.3,0,0,1,0,0,0,0,0,0,37,0,1,0,1,0,1,1,1,0,0
1970.5,1,0,0,1,0,0,1,0,1,29,0,1,1,0,0,0,1,1,0,1
335.4,1,0,0,1,1,0,0,0,0,8,0,1,1,1,0,0,0,1,0,0
7002.95,1,1,0,0,1,0,1,1,1,63,0,0,0,0,1,1,0,1,0,0
158.95,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,1,1,0
293.15,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,0,1,0,0
1493.75,0,0,0,0,0,0,0,0,0,72,1,0,1,1,0,0,0,1,1,0
1093.4,1,0,1,1,1,0,1,0,1,19,0,1,1,0,0,0,0,1,0,0
1057.85,0,0,0,0,0,0,0,0,0,59,1,0,1,1,0,0,0,1,0,0
190.05,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1,1,1
882.55,1,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,1,1,0
300.4,1,0,0,0,0,0,0,0,0,14,0,0,1,1,1,0,0,1,0,0
1025.95,1,1,1,1,1,0,0,0,0,14,0,0,1,1,0,0,0,1,0,1
1436.95,0,0,0,0,0,0,0,0,0,69,1,0,1,1,1,0,0,1,1,0
475.0,1,0,1,0,0,1,0,0,0,7,0,1,0,1,0,1,1,1,0,0
5388.15,0,0,0,0,0,0,1,1,0,69,1,1,1,0,0,1,1,1,1,0
5730.15,0,0,1,0,1,0,1,1,1,72,1,1,0,0,0,1,0,1,1,0
819.55,1,1,1,1,1,0,0,1,1,8,0,0,0,1,0,0,0,1,0,1
217.1,1,0,1,1,0,0,0,0,0,4,0,1,1,1,0,0,1,1,1,0
4896.35,1,1,0,1,1,0,1,0,0,63,0,0,1,0,1,0,0,1,1,0
1434.1,0,0,0,0,0,0,0,0,0,72,1,0,1,1,0,0,0,1,0,0
937.1,0,0,1,0,0,0,1,0,0,46,1,0,1,0,0,0,0,1,0,0
330.15,1,1,1,1,1,0,0,0,0,5,0,0,1,1,0,0,0,1,0,1
1474.9,1,0,0,1,1,0,1,0,0,30,0,1,1,0,0,0,0,1,0,0
6536.5,0,1,0,1,1,0,1,1,1,63,1,0,0,0,0,0,0,1,0,0
1128.1,0,0,0,0,0,0,0,0,0,60,1,0,1,1,0,0,0,1,0,0
6873.75,0,1,1,1,1,0,1,1,1,63,0,0,0,0,0,0,0,1,0,1
2199.05,1,1,1,0,1,0,0,1,0,25,0,0,1,1,0,1,0,1,1,0
45.85,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
457.1,1,1,1,1,1,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0
566.5,0,0,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,1,0,0
2471.6,0,0,0,0,1,0,0,1,1,31,1,1,0,1,0,1,0,1,1,0
3107.3,1,1,0,0,1,0,1,0,0,39,0,0,1,0,0,1,0,1,1,0
518.3,1,0,0,0,0,0,0,0,0,26,0,0,1,1,0,0,0,1,0,0
5769.75,0,1,0,1,0,0,1,1,1,53,0,0,1,0,0,0,1,1,0,1
91.7,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1
832.3,1,0,1,0,0,0,1,0,0,12,0,1,0,0,0,1,1,1,0,0
1555.65,1,1,0,1,1,0,1,0,1,16,0,0,0,0,1,0,0,1,0,1
45.3,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
1790.6,0,0,0,0,0,0,0,1,0,39,0,1,0,1,0,1,1,0,1,0
74.95,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
246.6,1,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1,1,0,1,0
261.65,1,1,1,1,1,1,0,0,0,4,0,0,1,1,0,0,0,1,0,0
898.35,1,1,1,1,1,1,1,1,1,10,0,0,0,0,0,0,0,1,0,1
4509.5,1,1,1,1,1,0,1,0,0,55,0,0,1,0,0,0,0,1,0,0
5480.25,0,0,0,1,1,0,1,1,1,72,1,1,1,0,0,0,0,1,1,0
653.15,1,0,0,1,1,0,1,1,1,10,0,1,1,0,1,0,0,1,0,0
1183.05,1,1,1,0,1,1,1,1,1,11,0,0,0,0,0,1,0,1,0,0
639.45,1,0,1,1,1,0,0,0,0,15,0,1,1,1,0,0,0,1,1,0
478.75,0,0,0,0,0,0,0,0,0,23,1,0,1,1,0,0,0,1,1,0
20.05,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
127.1,1,0,1,1,1,1,0,0,0,3,0,1,1,1,0,0,0,1,0,1
4391.45,0,1,1,1,0,0,1,0,1,47,0,0,1,0,0,0,1,1,1,0
270.6,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,1,1,0
6710.5,1,1,1,1,1,0,0,1,1,66,0,0,1,1,0,0,0,1,0,1
3975.9,0,0,0,0,1,1,1,0,0,68,0,1,1,0,0,1,0,1,0,0
1704.95,0,1,0,0,1,0,0,1,1,17,0,0,1,1,0,1,0,1,1,1
415.95,1,0,0,0,1,0,1,1,0,7,0,1,1,0,0,1,0,1,0,1
950.2,1,1,1,1,1,1,1,0,1,12,0,0,1,0,0,0,0,1,0,1
1497.05,0,0,0,1,1,1,0,0,1,21,0,1,0,1,0,0,0,1,0,0
780.15,1,0,0,0,1,0,1,0,0,21,0,1,0,0,0,1,0,0,0,0
3512.15,0,0,0,1,0,0,0,1,0,56,0,1,0,1,0,0,1,1,1,0
273.25,1,0,0,1,1,0,1,0,0,6,0,1,0,0,1,0,0,1,1,0
3517.9,0,0,0,1,1,1,1,1,1,65,1,1,0,0,0,0,0,0,0,0
3375.9,0,0,0,0,0,0,0,1,1,42,0,1,0,1,1,1,1,1,0,0
7508.55,0,1,0,0,0,0,1,1,1,68,1,0,0,0,0,1,1,1,1,0
1245.05,0,0,0,0,0,0,0,0,0,48,1,0,0,1,0,0,0,1,1,0
5347.95,0,1,1,0,1,1,1,1,1,50,0,0,0,0,0,1,0,1,0,0
493.65,1,0,1,1,1,1,1,1,0,7,0,1,1,0,0,0,0,1,0,0
1263.85,0,0,1,0,0,0,0,0,0,63,1,0,1,1,0,0,0,1,1,0
385.55,1,0,0,0,0,0,0,0,0,17,0,0,1,1,1,0,0,1,0,0
3384.0,1,1,0,1,1,0,1,1,0,42,0,0,1,0,1,0,0,1,1,1
84.2,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,1,0
1638.7,0,0,0,0,0,0,0,0,0,62,1,0,0,1,0,0,0,1,1,0
165.4,1,1,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1
120.25,1,1,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0
4473.45,0,1,0,1,0,0,1,1,0,48,1,0,0,0,0,0,1,1,0,0
520.55,0,0,0,0,0,0,0,0,0,27,1,0,1,1,0,0,0,1,0,0
5717.85,0,0,0,0,1,0,1,1,1,70,1,1,1,0,0,1,0,1,1,0
88.8,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
4312.5,0,1,1,1,1,0,1,1,0,46,0,0,0,0,0,0,0,1,0,0
2755.35,1,1,1,1,1,0,1,1,1,30,0,0,1,0,0,0,0,1,0,1
994.55,1,0,0,1,0,0,1,0,1,15,0,1,0,0,0,0,1,1,0,1
6511.25,0,1,0,1,1,0,0,1,0,69,0,0,0,1,1,0,0,1,1,0
1218.65,0,0,0,0,0,0,1,0,0,65,1,0,1,0,1,0,0,1,0,0
7447.7,0,1,0,0,0,1,1,1,1,72,1,0,1,0,1,1,1,1,1,0
1169.35,1,1,0,0,1,1,1,0,1,13,0,0,1,0,0,1,0,1,0,1
279.5,0,0,0,0,0,0,1,0,0,17,0,0,1,0,0,0,0,1,0,0
5720.35,0,1,1,0,0,0,1,1,1,51,0,0,0,0,0,1,1,1,0,0
3121.45,0,0,0,0,0,0,0,0,0,51,1,1,1,1,1,1,1,1,1,0
6468.6,0,0,0,0,0,0,1,1,1,72,1,1,0,0,0,1,1,1,0,0
5918.8,0,1,1,1,1,0,0,0,0,67,0,0,0,1,0,0,0,1,1,1
675.6,1,0,0,0,0,0,0,0,0,34,0,0,1,1,0,0,0,1,0,0
3521.7,0,0,0,0,0,0,1,0,1,67,1,1,0,0,0,1,1,0,0,0
923.1,0,0,0,0,0,0,1,0,0,49,0,0,1,0,0,0,0,1,0,0
1110.35,0,0,0,0,0,0,1,0,0,53,1,0,1,0,0,0,0,1,1,0
1611.65,1,0,1,0,1,0,0,0,0,27,0,1,0,1,0,1,0,1,0,0
2293.6,1,1,1,1,1,1,1,1,1,23,0,0,1,0,0,0,0,1,0,1
5553.25,0,0,0,0,0,0,1,0,1,69,1,1,0,0,1,1,1,1,0,0
44.75,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0
3029.1,1,1,1,1,1,0,1,1,0,35,0,0,0,0,0,0,0,1,0,1
3231.05,0,0,0,0,0,0,0,0,1,46,0,1,1,1,0,1,1,1,0,0
5129.45,0,1,0,1,1,0,1,1,1,54,1,0,0,0,0,0,0,1,0,0
5508.35,0,1,1,1,1,0,1,1,1,56,0,0,0,0,0,0,0,1,0,1
655.9,1,1,0,1,1,0,1,0,0,9,0,0,1,0,0,0,0,1,0,1
1191.2,1,0,0,0,0,0,0,0,0,20,0,1,0,1,0,1,1,1,0,0
866.4,1,1,0,1,1,0,1,0,0,11,0,0,1,0,0,0,0,1,0,0
2627.2,1,1,1,1,1,1,1,1,0,30,0,0,0,0,0,0,0,1,0,0
4741.45,0,0,0,1,0,0,0,0,1,68,1,1,1,1,0,0,1,1,0,0
4009.2,1,1,1,1,1,1,1,1,1,38,0,0,0,0,0,0,0,1,0,0
1463.45,1,1,0,1,0,1,1,0,0,17,0,0,0,0,0,0,1,1,0,1
5082.8,0,1,0,1,1,0,1,1,1,48,0,0,0,0,1,0,0,1,0,1
43.8,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
3707.6,0,0,1,1,0,0,0,1,1,63,1,1,0,1,0,0,1,0,1,0
220.45,0,0,1,1,1,0,1,1,1,3,0,1,1,0,0,0,0,1,0,0
1133.7,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,1,0,0
1983.15,0,0,0,0,1,0,0,0,0,66,0,1,0,1,1,1,0,0,0,0
5746.75,0,1,0,1,1,0,1,0,0,68,1,0,0,0,1,0,0,1,1,0
770.6,1,0,1,1,1,1,1,0,0,17,0,1,1,0,0,0,0,1,0,1
134.05,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,1,1,0
6230.1,0,0,0,0,0,0,1,1,1,72,1,1,0,0,0,1,1,1,0,0
573.05,1,0,0,0,0,0,0,0,0,29,0,0,1,1,0,0,0,1,0,0
3419.3,1,1,1,0,1,0,1,0,1,37,0,0,1,0,0,1,0,1,0,0
3587.25,1,1,0,1,0,0,1,1,1,34,0,0,0,0,0,0,1,1,0,1
3541.35,1,1,1,1,1,1,1,1,0,42,0,0,0,0,0,0,0,1,0,1
3801.3,0,0,0,0,0,0,0,0,0,59,0,1,0,1,0,1,1,1,1,0
868.5,1,1,0,1,1,0,1,1,0,11,0,0,1,0,0,0,0,1,1,1
4859.1,1,1,1,1,0,1,1,0,0,60,0,0,0,0,0,0,1,1,1,0
1439.35,1,0,0,0,1,0,1,0,0,27,0,1,1,0,0,1,0,1,0,0
85.8,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
79.1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
592.75,1,0,0,1,0,0,0,0,0,17,0,1,0,1,0,0,1,0,0,0
1185.95,0,0,0,0,0,0,0,0,0,58,1,0,1,1,0,0,0,1,0,0
18.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
134.5,1,0,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,1,1,1
4921.2,1,1,1,1,0,0,0,0,0,53,0,0,0,1,0,0,1,1,0,0
901.25,1,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,1,0,0
5341.8,1,1,0,1,0,0,0,1,1,50,0,0,0,1,1,0,1,1,1,1
4859.95,0,0,0,0,1,0,0,0,1,68,1,1,0,1,1,1,0,1,1,0
1139.2,1,0,1,0,0,0,0,0,0,47,0,0,0,1,0,0,0,1,0,0
7082.45,1,1,0,1,1,1,1,1,1,65,0,0,0,0,0,0,0,1,0,0
324.6,1,1,1,1,1,0,1,0,0,5,0,0,1,0,0,0,0,1,0,1
4812.75,1,1,1,1,1,0,1,1,1,51,0,0,0,0,0,0,0,1,0,1
4399.5,1,1,0,1,1,0,0,1,1,46,0,0,0,1,0,0,0,1,0,1
663.55,1,1,1,1,1,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0
174.65,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0,0,1,0,0
321.7,0,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,0,1,0,0
5125.5,1,1,1,0,0,0,1,1,1,45,0,0,0,0,0,1,1,1,0,0
548.9,1,1,0,1,1,0,1,0,0,8,0,0,0,0,1,0,0,1,0,0
50.15,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1
7031.3,0,1,0,1,0,0,1,1,1,66,0,0,1,0,0,0,1,1,1,0
5016.65,0,0,0,0,0,0,0,0,0,72,1,1,0,1,1,1,1,1,1,0
4594.95,1,1,0,0,0,0,1,1,1,41,0,0,0,0,0,1,1,1,0,1
611.45,0,0,0,0,0,0,0,0,0,23,1,0,0,1,0,0,0,1,1,0
2384.15,1,1,1,1,1,0,1,1,0,29,0,0,1,0,0,0,0,1,0,1
319.85,1,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0
153.3,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,1,1,0
7035.6,0,1,0,0,0,1,1,0,1,67,0,0,0,0,1,1,1,1,0,0
344.2,1,0,0,1,1,1,1,0,0,7,0,1,1,0,0,0,0,1,1,0
1431.65,0,0,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,1,1,0
1849.2,0,0,0,0,0,0,0,0,0,72,1,0,0,1,1,0,0,1,0,0
6083.1,0,0,1,1,0,0,1,1,1,72,1,1,0,0,0,0,1,1,0,0
426.65,0,0,0,0,0,0,0,0,0,23,1,0,1,1,1,0,0,1,1,0
1655.35,1,0,0,1,1,0,0,0,0,35,0,1,0,1,0,0,0,1,1,0
1943.9,1,1,1,1,1,1,1,0,0,27,0,0,1,0,0,0,0,1,0,0
1616.15,1,0,1,0,1,0,1,0,0,26,0,1,0,0,0,1,0,1,1,1
314.95,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,1,0
804.85,0,0,0,0,0,0,0,0,0,40,1,0,1,1,0,0,0,1,0,0
465.7,1,0,0,1,0,0,0,1,1,7,0,1,0,1,0,0,1,0,1,0
6669.05,1,1,0,1,0,0,1,1,0,70,0,0,0,0,1,0,1,1,1,0
1161.75,0,0,0,0,0,0,0,0,0,60,1,0,1,1,1,0,0,1,1,0
947.75,0,0,0,1,1,0,1,0,0,39,0,1,0,0,1,0,0,0,1,0
8375.05,0,1,0,0,0,0,0,1,1,72,1,0,0,1,1,1,1,1,0,0
34.7,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
3770.0,0,0,1,0,1,0,1,1,0,54,0,1,0,0,0,1,0,1,1,0
264.8,1,1,1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1
4707.85,0,0,0,0,0,0,0,1,0,63,1,1,1,1,1,1,1,1,1,0
6152.4,0,1,1,0,1,0,1,0,0,71,1,0,0,0,0,1,0,1,1,0
958.1,0,0,0,0,0,0,1,0,0,42,0,0,1,0,0,0,0,1,0,0
943.0,0,0,0,0,0,0,0,0,0,47,1,0,1,1,0,0,0,1,0,0
6615.15,0,1,0,1,1,0,1,1,1,66,0,0,0,0,1,0,0,1,1,1
2200.25,1,1,0,1,0,0,1,1,1,21,0,0,0,0,0,0,1,1,0,1
425.1,1,0,1,0,1,0,1,0,0,11,0,1,0,0,0,1,0,0,0,0
99.75,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
5044.8,1,1,1,0,1,1,0,0,0,55,0,0,0,1,0,1,0,1,0,0
6743.55,0,1,0,0,1,0,1,1,0,69,1,0,0,0,1,1,0,1,0,0
196.4,1,1,1,1,1,1,0,0,0,3,0,0,1,1,0,0,0,1,0,0
299.7,1,0,1,0,1,0,1,1,1,4,0,1,1,0,0,1,0,1,0,1
2093.9,0,0,0,0,1,1,1,1,0,30,1,1,0,0,1,1,0,1,0,0
417.75,1,1,1,0,1,0,1,0,0,5,0,0,0,0,0,1,0,1,0,0
1725.4,0,0,0,0,0,0,1,0,0,71,1,0,0,0,1,0,0,1,0,0
1620.2,0,0,1,1,1,0,1,0,0,29,0,1,0,0,0,0,0,1,0,0
3169.55,1,0,0,0,1,0,0,0,0,52,0,1,0,1,0,1,0,1,0,0
5233.25,0,0,0,1,0,0,0,0,1,68,0,1,0,1,1,0,1,1,0,0
967.85,0,0,0,0,0,0,0,0,0,46,1,0,1,1,0,0,0,1,1,0
438.05,1,0,0,1,1,0,1,0,1,8,0,1,1,0,1,0,0,1,0,0
1421.9,0,0,0,0,0,0,0,0,0,72,1,0,1,1,1,0,0,1,0,0
323.15,0,0,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0,1,0,0
318.6,1,1,1,0,1,0,1,1,1,3,0,0,1,0,0,1,0,1,0,0
163.7,1,1,0,1,1,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0
639.65,1,1,0,1,0,0,1,0,0,9,0,0,1,0,1,0,1,1,0,1
2928.5,0,0,0,1,1,0,1,1,1,51,0,1,0,0,1,0,0,0,0,0
100.35,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,0,1,1,0
273.2,1,1,1,1,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0
1608.15,1,1,1,1,1,1,1,1,1,17,0,0,0,0,0,0,0,1,0,0
1441.95,1,0,1,1,1,0,0,0,0,30,0,1,0,1,0,0,0,1,0,0
2168.15,1,0,1,0,1,0,1,1,0,31,0,1,0,0,0,1,0,1,0,0
3618.7,0,0,0,0,0,0,0,1,1,45,1,1,1,1,0,1,1,1,0,0
5692.65,0,1,0,1,0,0,0,0,0,64,0,0,0,1,0,0,1,1,0,0
59.85,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
69.6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
5969.3,0,1,1,1,1,1,0,1,1,61,0,0,0,1,0,0,0,1,1,0
19.05,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
418.8,1,0,1,1,1,0,1,1,1,9,0,1,0,0,0,0,0,0,0,1
8100.55,0,1,0,0,0,0,0,1,1,72,1,0,0,1,0,1,1,1,1,0
19.5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
313.45,1,0,0,1,1,0,1,0,0,7,0,1,1,0,0,0,0,1,0,0
6130.95,0,1,0,0,1,0,1,0,0,66,0,0,0,0,0,1,0,1,0,0
69.9,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
745.3,1,0,0,0,0,0,1,0,0,40,0,0,1,0,0,0,0,1,1,0
1212.1,1,0,0,1,1,0,1,0,1,16,0,1,0,0,0,0,0,1,0,0
183.75,1,1,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1
1583.5,0,0,0,0,0,0,0,0,0,67,1,0,0,1,1,0,0,1,0,0
4162.05,0,1,0,1,0,0,1,1,1,41,0,0,1,0,0,0,1,1,0,0
1119.9,0,0,0,0,0,0,1,0,0,56,1,0,1,0,1,0,0,1,1,0
8013.55,0,1,0,0,0,0,1,1,1,72,1,0,0,0,0,1,1,1,0,0
264.85,1,1,0,1,1,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1
1102.4,0,0,0,0,0,0,0,0,0,54,1,0,1,1,1,0,0,1,0,0
5832.0,1,1,1,0,1,1,1,1,1,52,0,0,0,0,0,1,0,1,0,0
4304.5,0,1,0,0,1,0,1,0,1,50,1,0,1,0,0,1,0,1,0,0
1178.4,1,1,1,0,1,0,1,1,0,14,0,0,0,0,0,1,0,1,0,1
1421.75,0,0,0,1,0,0,0,0,0,27,0,1,1,1,1,0,1,1,0,0
6827.5,0,1,0,0,0,1,1,0,0,72,1,0,0,0,0,1,1,1,0,0
4698.05,0,0,0,1,0,0,1,1,1,62,0,1,1,0,1,0,1,1,0,0
654.5,1,0,1,0,1,0,1,0,0,12,0,1,1,0,0,1,0,1,0,0
3268.05,0,0,0,0,1,1,0,1,1,44,0,1,1,1,0,1,0,1,0,0
4362.05,0,1,0,0,1,0,1,0,0,54,1,0,1,0,0,1,0,1,1,0
1386.9,0,0,0,0,0,0,0,0,0,68,1,0,1,1,0,0,0,1,0,0
415.4,1,0,0,0,0,0,0,0,0,20,0,0,1,1,0,0,0,1,0,0
2614.1,0,0,0,1,1,0,0,0,0,50,0,1,0,1,0,0,0,1,1,0
1513.6,0,0,0,0,0,0,1,0,0,58,1,0,0,0,1,0,0,1,0,0
3161.6,1,1,0,1,1,0,1,1,0,35,0,0,0,0,0,0,0,1,1,0
80.95,1,0,1,1,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0
4676.7,0,0,0,0,0,0,0,0,1,63,1,1,0,1,0,1,1,1,1,0
6526.65,0,1,0,1,0,0,1,1,1,58,0,0,0,0,1,0,1,1,0,0
583.3,0,0,0,0,0,0,1,0,0,27,0,0,1,0,0,0,0,1,1,0
8078.1,0,1,0,0,0,0,1,1,1,71,1,0,0,0,1,1,1,1,0,0
3503.5,0,0,0,1,1,0,0,0,1,63,0,1,1,1,1,0,0,1,0,0
6669.45,1,1,0,1,1,0,1,0,1,71,0,0,0,0,0,0,0,1,0,0
4689.5,1,1,1,1,0,1,1,1,1,41,0,0,0,0,0,0,1,1,0,1
1201.15,1,1,1,1,1,1,1,1,1,13,0,0,1,0,0,0,0,1,0,1
143.65,1,1,1,1,1,0,0,1,0,2,0,0,1,1,0,0,0,1,0,1
1292.65,0,0,0,0,0,0,1,0,0,68,1,0,1,0,0,0,0,1,1,0
48.75,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
7108.2,0,1,1,0,0,1,1,1,1,65,1,0,0,0,0,1,1,1,0,0
1802.55,0,0,0,0,0,1,1,0,0,72,1,0,0,0,0,0,0,1,0,0
1505.15,1,0,0,0,1,0,1,0,0,28,0,1,0,0,1,1,0,1,0,0
1859.1,0,0,0,0,0,0,0,0,0,72,1,0,0,1,1,0,0,1,1,0
168.5,1,1,1,1,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,0
390.85,0,0,0,0,0,0,0,0,0,18,0,0,1,1,0,0,0,1,1,1
6339.45,0,1,1,1,1,1,1,1,1,60,0,0,0,0,0,0,0,1,0,0
1652.4,1,0,1,0,1,1,1,0,1,26,0,1,0,0,0,1,0,1,0,0
71.65,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
77.5,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,1
6392.85,0,0,0,0,0,0,1,1,1,68,1,1,0,0,1,1,1,1,1,0
3264.5,1,1,0,0,1,0,1,0,0,38,0,0,1,0,1,1,0,1,0,1
4599.15,0,1,0,1,0,1,1,1,1,42,0,0,0,0,0,0,1,1,0,0
1134.25,0,0,0,0,0,0,1,0,0,57,1,0,1,0,0,0,0,1,0,0
1621.35,1,0,1,1,1,0,0,0,0,54,0,1,0,1,0,0,0,0,0,0
947.3,1,1,0,1,1,0,0,0,1,12,0,0,1,1,0,0,0,1,0,1
2722.2,0,0,0,1,0,0,1,0,0,44,0,1,1,0,0,0,1,1,0,0
3058.3,1,0,0,1,0,0,1,1,0,42,0,1,0,0,0,0,1,1,1,0
1769.6,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,1,1,0
6293.75,0,0,0,0,0,0,0,1,1,71,1,1,0,1,0,1,1,1,1,0
1761.05,1,1,0,1,1,0,0,0,1,19,0,0,0,1,0,0,0,1,0,1
1642.75,1,0,0,0,1,0,1,1,1,23,0,1,0,0,1,1,0,1,0,0
578.5,0,0,0,0,0,0,0,0,0,30,1,0,1,1,1,0,0,1,0,0
954.9,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,1,0,0
